model,0-month,1-month,2-month,3-month,4-month,5-month,6-month,7-month,8-month,9-month,10-month,11-month,12-month,13-month,14-month,15-month,16-month,17-month,18-month,19-month,20-month,21-month,22-month,23-month,24-month,25-month,26-month,27-month,28-month,29-month,30-month,31-month,32-month,33-month,34-month,lambda_i,mu_i,sigma_i,approx_condition,base_model,company,created_at,approx_cond_label,sort_key
microsoft/biogpt,0,0.0,0.0,3.0,11.0,52.0,70.0,74.0,81.0,90.0,93.0,103.0,116.0,141.0,143.0,149.0,154.0,201.0,208.0,214.0,218.0,219.0,219.0,219.0,223.0,228.0,234.0,237.0,,,,,,,,9.608325964314941,5.15682984446902e-18,4.0296616356146915,False,Original,Microsoft,2022-11-20 13:20:45+00:00,Fit the model,237.0
microsoft/Phi-3-medium-4k-instruct,0,71.0,84.0,107.0,113.0,120.0,126.0,142.0,211.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,266589.15912790067,131.70249080438276,32.128631373567444,True,Original,Microsoft,2024-05-07 15:27:19+00:00,Does not fit,221.0
microsoft/phi-1,0,9.0,11.0,15.0,19.0,40.0,43.0,57.0,82.0,142.0,144.0,152.0,159.0,183.0,185.0,187.0,188.0,190.0,,,,,,,,,,,,,,,,,,9.98726277604615,2.63369286747207e-15,3.444611178968615,False,Original,Microsoft,2023-09-10 04:10:57+00:00,Fit the model,190.0
microsoft/Phi-3-medium-128k-instruct,0,99.0,129.0,145.0,161.0,169.0,171.0,174.0,177.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.6151240670374,9.118636128843816e-09,17.095019252612317,False,Original,Microsoft,2024-05-07 15:27:32+00:00,Fit the model,181.0
microsoft/swinv2-tiny-patch4-window8-256,0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,11.0,11.0,12.0,12.0,13.0,14.0,19.0,20.0,21.0,21.0,26.0,26.0,26.0,30.0,41.0,52.0,63.0,65.0,65.0,69.0,71.0,108.0,109.0,154.0,,,635768.6799417317,24.67693627177698,5.482317825215079,True,Original,Microsoft,2022-06-14 06:00:27+00:00,Does not fit,154.0
microsoft/Florence-2-large,0,18.0,41.0,58.0,61.0,65.0,71.0,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.20095511960559,3.1729546633992515e-13,7.440470680393559,False,Original,Microsoft,2024-06-15 00:34:55+00:00,Fit the model,77.0
microsoft/aurora,0,10.0,39.0,51.0,55.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-08-21 08:37:04+00:00,Fit the model,62.0
microsoft/Orca-2-7b,0,18.0,23.0,41.0,44.0,47.0,47.0,52.0,54.0,55.0,56.0,56.0,59.0,60.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,8.202710383818122,1.1126413541272032e-09,9.210348239229118,False,Original,Microsoft,2023-11-14 01:12:18+00:00,Fit the model,61.0
microsoft/Florence-2-base,0,8.0,13.0,16.0,18.0,28.0,31.0,38.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,686462.1973728688,49.76966034964483,11.447078575035919,True,Original,Microsoft,2024-06-15 00:57:24+00:00,Does not fit,60.0
microsoft/Florence-2-base-ft,0,11.0,19.0,25.0,29.0,31.0,43.0,58.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,369230.84168359975,71.19875896327233,16.88732649776835,True,Original,Microsoft,2024-06-15 00:58:07+00:00,Does not fit,60.0
microsoft/dit-base,0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,11.0,27.0,28.0,29.0,29.0,47.0,48.0,48.0,48.0,48.0,49.0,49.0,51.0,54.0,54.0,56.0,56.0,56.0,56.0,4.045002361207044,0.09541468708985261,0.33722289855731435,False,Original,Microsoft,2022-03-07 17:18:46+00:00,Fit the model,56.0
microsoft/resnet-101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,11.0,11.0,11.0,11.0,11.0,12.0,18.0,27.0,27.0,30.0,31.0,32.0,43.0,43.0,43.0,46.0,46.0,46.0,47.0,49.0,50.0,55.0,4.130486578674449,0.14138985185579864,0.49253871568465707,False,Original,Microsoft,2022-03-16 15:43:40+00:00,Fit the model,55.0
microsoft/conditional-detr-resnet-50,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,7.0,9.0,9.0,9.0,13.0,19.0,27.0,32.0,38.0,41.0,46.0,48.0,50.0,53.0,,,,,,4.198793967274462,0.3627557209146181,0.3078663031361434,False,Original,Microsoft,2022-09-09 06:11:40+00:00,Fit the model,53.0
microsoft/resnet-18,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0,11.0,16.0,19.0,24.0,24.0,24.0,25.0,26.0,32.0,40.0,42.0,42.0,42.0,44.0,46.0,50.0,52.0,4.5978379731333145,0.24668130458406,0.7266497799366829,False,Original,Microsoft,2022-03-16 15:40:26+00:00,Fit the model,52.0
microsoft/Phi-3.5-vision-instruct,0,14.0,26.0,30.0,40.0,45.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.909029907466826,6.026240784032214e-15,5.045352358251113,False,Original,Microsoft,2024-08-16 23:48:22+00:00,Fit the model,52.0
microsoft/Orca-2-13b,0,30.0,33.0,33.0,34.0,34.0,40.0,42.0,43.0,43.0,45.0,47.0,48.0,48.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,96259.78444061286,277.2191584578283,70.29969670482998,True,Original,Microsoft,2023-11-14 01:12:36+00:00,Does not fit,49.0
microsoft/OmniParser,0,5.0,36.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-10-07 23:32:07+00:00,Fit the model,38.0
microsoft/Phi-3-small-8k-instruct,0,17.0,18.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.187250816562963,8.800137711419975e-15,11.208664017101736,False,Original,Microsoft,2024-05-07 15:29:04+00:00,Fit the model,31.0
microsoft/table-transformer-structure-recognition,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,6.0,9.0,9.0,9.0,9.0,23.0,27.0,27.0,28.0,29.0,30.0,30.0,30.0,30.0,,,,,,,3.497518150564663,0.2414017049031927,0.24060354398067138,False,Original,Microsoft,2022-10-14 09:19:57+00:00,Fit the model,30.0
microsoft/Phi-3-vision-128k-instruct,0,7.0,13.0,18.0,20.0,20.0,20.0,21.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.674348805889655,2.9453067334892684e-14,6.956787902098192,False,Original,Microsoft,2024-05-19 15:07:39+00:00,Fit the model,24.0
microsoft/table-transformer-detection,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,12.0,12.0,13.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,20.0,20.0,21.0,21.0,23.0,,,,,,,4.404024061050711,5.945499907046202e-17,1.3752034536893232,False,Original,Microsoft,2022-10-14 09:14:13+00:00,Fit the model,23.0
microsoft/swinv2-base-patch4-window8-256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,7.0,7.0,7.0,7.0,9.0,11.0,11.0,15.0,17.0,17.0,17.0,17.0,19.0,23.0,,,3.91639901031277,0.4877293689580279,0.5981914994299761,False,Original,Microsoft,2022-06-15 12:35:14+00:00,Fit the model,23.0
microsoft/wavecoder-ultra-6.7b,0,6.0,8.0,16.0,19.0,19.0,19.0,19.0,21.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,6.551387321361755,1.3918363069062195e-12,6.060202060277814,False,Original,Microsoft,2024-04-11 04:29:56+00:00,Fit the model,22.0
microsoft/swinv2-base-patch4-window12to16-192to256-22kto1k-ft,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,3.540547914041162,0.27621379298174425,0.5128009530558568,False,Original,Microsoft,2022-06-16 05:01:52+00:00,Fit the model,22.0
microsoft/swinv2-base-patch4-window12-192-22k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,10.0,10.0,10.0,11.0,15.0,18.0,18.0,22.0,,,3.550639335145586,0.6579105448557903,0.28651290548337105,False,Original,Microsoft,2022-06-15 12:41:50+00:00,Fit the model,22.0
microsoft/Phi-3.5-MoE-instruct,0,9.0,10.0,10.0,11.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365589.1472631652,83.63058234902365,19.568428435689505,True,Original,Microsoft,2024-08-17 21:34:19+00:00,Does not fit,21.0
microsoft/git-large,0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,7.0,8.0,9.0,9.0,9.0,14.0,15.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,4.86173215044068,7.18353905907551e-23,1.6717167256320427,False,Original,Microsoft,2023-01-02 10:33:16+00:00,Fit the model,21.0
microsoft/resnet-152,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,14.0,16.0,16.0,18.0,18.0,19.0,19.0,20.0,13.116183206403576,2.597660506360118,2.1472816500226655,False,Original,Microsoft,2022-03-16 14:54:22+00:00,Fit the model,20.0
microsoft/swinv2-large-patch4-window12to16-192to256-22kto1k-ft,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,13.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,2.946169554585745,3.169146245974218e-23,0.26877303985634227,False,Original,Microsoft,2022-06-16 05:23:35+00:00,Fit the model,19.0
microsoft/swinv2-large-patch4-window12-192-22k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,8.0,9.0,9.0,12.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,18.0,,,2.8903120313738637,0.2426497640750717,0.30133949114987835,False,Original,Microsoft,2022-06-15 12:47:41+00:00,Fit the model,18.0
microsoft/swinv2-tiny-patch4-window16-256,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,11.0,12.0,12.0,13.0,13.0,15.0,15.0,16.0,16.0,,,2.7981018769718964,0.5908000518682638,0.125144840961611,False,Original,Microsoft,2022-06-14 06:17:52+00:00,Fit the model,16.0
microsoft/swinv2-large-patch4-window12to24-192to384-22kto1k-ft,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,15.0,16.0,16.0,,,2.8032978118601672,0.015337571691745195,0.4125793287771087,False,Original,Microsoft,2022-06-16 06:09:46+00:00,Fit the model,16.0
microsoft/cvt-13,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,15.0,15.0,22.211192659979226,4.088979290272321,2.6227246441212033,False,Original,Microsoft,2022-04-04 11:32:10+00:00,Fit the model,15.0
microsoft/Phi-3-small-128k-instruct,0,3.0,3.0,11.0,11.0,12.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.106859542979709,1.8093393001635116e-17,4.085536232302798,False,Original,Microsoft,2024-05-07 15:29:20+00:00,Fit the model,15.0
microsoft/maira-2,0,0.0,0.0,0.0,1.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.737821337728583,1.2226719978043085e-14,1.1196000567535678,False,Original,Microsoft,2024-07-29 15:24:21+00:00,Fit the model,15.0
microsoft/rho-math-1b-v0.1,0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,105699.98332189336,183.1923018137422,45.186660337379855,True,Original,Microsoft,2024-04-11 06:47:40+00:00,Does not fit,14.0
microsoft/xclip-base-patch32,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,6.0,7.0,8.0,8.0,8.0,10.0,10.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,2.7138135387823312,3.498052713691834e-16,0.3884549620488508,False,Original,Microsoft,2022-08-25 13:06:15+00:00,Fit the model,13.0
microsoft/swinv2-base-patch4-window16-256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,13.0,13.0,,,27469.212371571015,13.56231207620318,3.3803852149718074,True,Original,Microsoft,2022-06-15 12:38:59+00:00,Does not fit,13.0
microsoft/llava-med-v1.5-mistral-7b,0,0.0,0.0,2.0,5.0,6.0,8.0,9.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.114711745128683,6.3468332064227765e-12,1.7485288741065692,False,Original,Microsoft,2024-05-14 15:53:59+00:00,Fit the model,13.0
microsoft/layoutlmv3-large,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,304241.9019973315,31.32289124651804,7.049957445045896,True,Original,Microsoft,2022-04-18 06:56:58+00:00,Does not fit,12.0
microsoft/rho-math-7b-v0.1,0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,4.8429307914098825,2.2784248137105105e-07,15.332467014088351,False,Original,Microsoft,2024-04-11 16:55:14+00:00,Fit the model,10.0
microsoft/phi-2-pytdml,0,0.0,0.0,8.0,8.0,8.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.523932839554999,6.088805822933824e-17,2.9256559251507723,False,Original,Microsoft,2024-06-03 16:50:48+00:00,Fit the model,10.0
microsoft/git-large-coco,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,4.0682778209096835,1.8036087109105013e-16,2.1134563860550553,False,Original,Microsoft,2023-01-02 10:44:21+00:00,Fit the model,10.0
microsoft/rho-math-7b-interpreter-v0.1,0,4.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,4.841910928783843,8.624569621710667e-16,6.7809369698290505,False,Original,Microsoft,2024-04-11 16:58:00+00:00,Fit the model,10.0
microsoft/table-transformer-structure-recognition-v1.1-all,0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,9.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,12.611036779666229,1.530380047540987,1.5299389615539167,False,Original,Microsoft,2023-11-18 21:33:25+00:00,Fit the model,10.0
microsoft/rho-math-1b-interpreter-v0.1,0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,198030.42083222195,113.35233125252084,26.785775700451882,True,Original,Microsoft,2024-04-11 16:54:04+00:00,Does not fit,9.0
microsoft/dit-large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,2.2327827179665833,0.5324397543047462,0.28206849033631026,False,Original,Microsoft,2022-03-07 20:09:02+00:00,Fit the model,8.0
microsoft/dit-base-finetuned-rvlcdip,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,2.391833090269205,0.5244422111076518,0.3457976640309812,False,Original,Microsoft,2022-03-07 20:48:42+00:00,Fit the model,8.0
microsoft/Florence-2-large-ft,0,3.0,4.0,4.0,6.0,7.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9070889761149035,7.553880361088164e-10,4.015560061313159,False,Original,Microsoft,2024-06-15 00:57:45+00:00,Fit the model,8.0
microsoft/swinv2-small-patch4-window16-256,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,,,2724345.1647512657,25.49696213411095,5.083725440336272,True,Original,Microsoft,2022-06-15 12:28:05+00:00,Does not fit,6.0
microsoft/cvt-21-384-22k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.9459101490658475,0.6528915684597437,0.006250422458788028,False,Original,Microsoft,2022-04-04 11:33:08+00:00,Fit the model,6.0
microsoft/git-base-textvqa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,1.7917594692301397,0.43189874446150794,0.004364847009700798,False,Original,Microsoft,2022-12-06 11:17:56+00:00,Fit the model,5.0
microsoft/codereviewer,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,1.8111080550251362,0.09180589985831214,0.31902427899778873,False,Original,Microsoft,2022-07-25 06:29:35+00:00,Fit the model,5.0
microsoft/GRIN-MoE,0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5835189588985616,0.6267115532138495,296389094.22004133,False,Original,Microsoft,2024-09-10 20:47:51+00:00,Fit the model,5.0
microsoft/Promptist,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,1.440386407004119,0.2893503686671602,0.03307206989566767,False,Original,Microsoft,2022-12-19 07:43:54+00:00,Fit the model,4.0
microsoft/ClimaX,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,2.4975850515087843,2.0785017334808383e-16,1.4348215911873325,False,Original,Microsoft,2023-02-15 22:26:30+00:00,Fit the model,4.0
microsoft/unixcoder-base-nine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,6.389174171603452,1.612535521821511,0.8004089758057426,False,Original,Microsoft,2022-04-02 05:33:27+00:00,Fit the model,4.0
microsoft/GODEL-v1_1-base-seq2seq,0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,3.1059181545814774,2.863407136940168e-18,7.5929277716262655,False,Original,Microsoft,2022-10-18 21:47:53+00:00,Fit the model,4.0
microsoft/git-base-vqav2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,1.618812889730168,3.9346945535708084e-28,0.03165045235931357,False,Original,Microsoft,2022-12-06 11:02:00+00:00,Fit the model,4.0
microsoft/speecht5_asr,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,3.2120184245636425,0.8395327054987618,2.2073270853018006,False,Original,Microsoft,2023-02-02 12:46:15+00:00,Fit the model,4.0
microsoft/swinv2-small-patch4-window8-256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,1.6640829321174477,0.2944774417118427,0.3124475960454699,False,Original,Microsoft,2022-06-15 12:20:12+00:00,Fit the model,4.0
microsoft/Llama2-7b-WhoIsHarryPotter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,2.5895096710831043,1.1884720397518482e-21,1.1446025332621246,False,Original,Microsoft,2023-10-03 19:10:12+00:00,Fit the model,3.0
microsoft/unixcoder-base,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.3302756449465,0.7777156131987053,0.09372997076140531,False,Original,Microsoft,2022-03-23 05:47:38+00:00,Fit the model,3.0
microsoft/LLaMA-2-7b-GTL-Delta,0,1.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.97469923185031,18.698833403465823,9.221607194446328,True,Original,Microsoft,2024-07-25 06:14:20+00:00,Does not fit,3.0
